"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-mir-7050","MI0022899","chr7","31040258","31040317","-","-"
"mmu-miR-7050-5p","MIMAT0028004","","","","",""
"mmu-miR-7050-3p","MIMAT0028005","","","","",""
"mmu-mir-7051","MI0022900","chr7","43457497","43457569","+","-"
"mmu-miR-7051-5p","MIMAT0028006","","","","",""
"mmu-miR-7051-3p","MIMAT0028007","","","","",""
"mmu-mir-7052","MI0022901","chr7","44470347","44470411","+","-"
"mmu-miR-7052-5p","MIMAT0028008","","","","",""
"mmu-miR-7052-3p","MIMAT0028009","","","","",""
"mmu-mir-7053","MI0022902","chr7","44538106","44538178","-","-"
"mmu-miR-7053-5p","MIMAT0028010","","","","",""
"mmu-miR-7053-3p","MIMAT0028011","","","","",""
"mmu-mir-7054","MI0022903","chr7","45012426","45012487","-","-"
"mmu-miR-7054-5p","MIMAT0028012","","","","",""
"mmu-miR-7054-3p","MIMAT0028013","","","","",""
"mmu-mir-7055","MI0022904","chr7","45173303","45173361","+","-"
"mmu-miR-7055-5p","MIMAT0028014","","","","",""
"mmu-miR-7055-3p","MIMAT0028015","","","","",""
"mmu-mir-7056","MI0022905","chr7","47083166","47083224","-","-"
"mmu-miR-7056-5p","MIMAT0028016","","","","",""
"mmu-miR-7056-3p","MIMAT0028017","","","","",""
"mmu-mir-7057","MI0022906","chr7","66381667","66381724","-","-"
"mmu-miR-7057-5p","MIMAT0028018","","","","",""
"mmu-miR-7057-3p","MIMAT0028019","","","","",""
"mmu-mir-7058","MI0022907","chr7","126367971","126368045","-","-"
"mmu-miR-7058-5p","MIMAT0028020","","","","",""
"mmu-miR-7058-3p","MIMAT0028021","","","","",""
"mmu-mir-7059","MI0022908","chr7","126579474","126579532","-","-"
"mmu-miR-7059-5p","MIMAT0028022","","","","",""
"mmu-miR-7059-3p","MIMAT0028023","","","","",""
"mmu-mir-7060","MI0022909","chr7","127489251","127489387","+","-"
"mmu-miR-7060-5p","MIMAT0028024","","","","",""
"mmu-miR-7060-3p","MIMAT0028025","","","","",""
"mmu-mir-7061","MI0022910","chr7","130908268","130908335","+","-"
"mmu-miR-7061-5p","MIMAT0028026","","","","",""
"mmu-miR-7061-3p","MIMAT0028027","","","","",""
"mmu-mir-7062","MI0022911","chr7","139986809","139986874","-","-"
"mmu-miR-7062-5p","MIMAT0028028","","","","",""
"mmu-miR-7062-3p","MIMAT0028029","","","","",""
"mmu-mir-7063","MI0022912","chr7","141620701","141620791","+","-"
"mmu-miR-7063-5p","MIMAT0028030","","","","",""
"mmu-miR-7063-3p","MIMAT0028031","","","","",""
"mmu-mir-7064","MI0022913","chr7","143570671","143570759","-","-"
"mmu-miR-7064-5p","MIMAT0028032","","","","",""
"mmu-miR-7064-3p","MIMAT0028033","","","","",""
"mmu-mir-7065","MI0022914","chr8","13136072","13136132","+","-"
"mmu-miR-7065-5p","MIMAT0028034","","","","",""
"mmu-miR-7065-3p","MIMAT0028035","","","","",""
"mmu-mir-7066","MI0022915","chr8","70102524","70102586","-","-"
"mmu-miR-7066-5p","MIMAT0028036","","","","",""
"mmu-miR-7066-3p","MIMAT0028037","","","","",""
"mmu-mir-7067","MI0022916","chr8","70895508","70895570","-","-"
"mmu-miR-7067-5p","MIMAT0028038","","","","",""
"mmu-miR-7067-3p","MIMAT0028039","","","","",""
"mmu-mir-7068","MI0022918","chr8","72470016","72470089","-","-"
"mmu-miR-7068-5p","MIMAT0028042","","","","",""
"mmu-miR-7068-3p","MIMAT0028043","","","","",""
"mmu-mir-7069","MI0022919","chr8","84867947","84868008","+","-"
"mmu-miR-7069-5p","MIMAT0028044","","","","",""
"mmu-miR-7069-3p","MIMAT0028045","","","","",""
"mmu-mir-7070","MI0022920","chr8","85062086","85062171","+","High"
"mmu-miR-7070-5p","MIMAT0028046","","","","",""
"mmu-miR-7070-3p","MIMAT0028047","","","","",""
"mmu-mir-7071","MI0022921","chr8","88138206","88138274","+","-"
"mmu-miR-7071-5p","MIMAT0028048","","","","",""
"mmu-miR-7071-3p","MIMAT0028049","","","","",""
"mmu-mir-7072","MI0022922","chr8","94505046","94505105","+","-"
"mmu-miR-7072-5p","MIMAT0028050","","","","",""
"mmu-miR-7072-3p","MIMAT0028051","","","","",""
"mmu-mir-7073","MI0022923","chr8","95753151","95753214","-","-"
"mmu-miR-7073-5p","MIMAT0028052","","","","",""
"mmu-miR-7073-3p","MIMAT0028053","","","","",""
"mmu-mir-7074","MI0022924","chr8","105951637","105951699","-","-"
"mmu-miR-7074-5p","MIMAT0028054","","","","",""
"mmu-miR-7074-3p","MIMAT0028055","","","","",""
"mmu-mir-7075","MI0022925","chr8","107096025","107096106","-","-"
"mmu-miR-7075-5p","MIMAT0028056","","","","",""
"mmu-miR-7075-3p","MIMAT0028057","","","","",""
"mmu-mir-7076","MI0022926","chr8","111689601","111689674","-","-"
"mmu-miR-7076-5p","MIMAT0028058","","","","",""
"mmu-miR-7076-3p","MIMAT0028059","","","","",""
"mmu-mir-7077","MI0022927","chr8","117453023","117453079","+","-"
"mmu-miR-7077-5p","MIMAT0028060","","","","",""
"mmu-miR-7077-3p","MIMAT0028061","","","","",""
"mmu-mir-7078","MI0022928","chr8","117459265","117459328","+","-"
"mmu-miR-7078-5p","MIMAT0028062","","","","",""
"mmu-miR-7078-3p","MIMAT0028063","","","","",""
"mmu-mir-7079","MI0022929","chr8","123104975","123105043","+","-"
"mmu-miR-7079-5p","MIMAT0028064","","","","",""
"mmu-miR-7079-3p","MIMAT0028065","","","","",""
"mmu-mir-7080","MI0022930","chr8","123130106","123130172","+","High"
"mmu-miR-7080-5p","MIMAT0028066","","","","",""
"mmu-miR-7080-3p","MIMAT0028067","","","","",""
"mmu-mir-7081","MI0022931","chr9","20914090","20914164","-","-"
"mmu-miR-7081-5p","MIMAT0028068","","","","",""
"mmu-miR-7081-3p","MIMAT0028069","","","","",""
"mmu-mir-7082","MI0022932","chr9","21075497","21075588","-","-"
"mmu-miR-7082-5p","MIMAT0028070","","","","",""
"mmu-miR-7082-3p","MIMAT0028071","","","","",""
"mmu-mir-7083","MI0022933","chr9","21809941","21810000","-","-"
"mmu-miR-7083-5p","MIMAT0028072","","","","",""
"mmu-miR-7083-3p","MIMAT0028073","","","","",""
"mmu-mir-7084","MI0022934","chr9","22113944","22114013","-","-"
"mmu-miR-7084-5p","MIMAT0028074","","","","",""
"mmu-miR-7084-3p","MIMAT0028075","","","","",""
"mmu-mir-7085","MI0022935","chr9","44400423","44400488","+","-"
"mmu-miR-7085-5p","MIMAT0028076","","","","",""
"mmu-miR-7085-3p","MIMAT0028077","","","","",""
"mmu-mir-7086","MI0022936","chr9","45266643","45266707","-","-"
"mmu-miR-7086-5p","MIMAT0028078","","","","",""
"mmu-miR-7086-3p","MIMAT0028079","","","","",""
"mmu-mir-7087","MI0022937","chr9","45939521","45939590","-","-"
"mmu-miR-7087-5p","MIMAT0028080","","","","",""
"mmu-miR-7087-3p","MIMAT0028081","","","","",""
"mmu-mir-7088","MI0022938","chr9","108081498","108081583","+","-"
"mmu-miR-7088-5p","MIMAT0028082","","","","",""
"mmu-miR-7088-3p","MIMAT0028083","","","","",""
"mmu-mir-7089","MI0022939","chr9","109889643","109889710","+","-"
"mmu-miR-7089-5p","MIMAT0028084","","","","",""
"mmu-miR-7089-3p","MIMAT0028085","","","","",""
"mmu-mir-7090","MI0022940","chr9","120955086","120955147","+","-"
"mmu-miR-7090-5p","MIMAT0028086","","","","",""
"mmu-miR-7090-3p","MIMAT0028087","","","","",""
"mmu-mir-7091","MI0022941","chrX","74274027","74274105","-","-"
"mmu-miR-7091-5p","MIMAT0028088","","","","",""
"mmu-miR-7091-3p","MIMAT0028089","","","","",""
"mmu-mir-7092","MI0022942","chrX","74317362","74317429","+","-"
"mmu-miR-7092-5p","MIMAT0028090","","","","",""
"mmu-miR-7092-3p","MIMAT0028091","","","","",""
"mmu-mir-7093","MI0022943","chrX","134757631","134757731","+","High"
"mmu-miR-7093-5p","MIMAT0028092","","","","",""
"mmu-miR-7093-3p","MIMAT0028093","","","","",""
"mmu-mir-7094-1","MI0022944","chr12","114469407","114469466","-","High"
"mmu-mir-7094-2","MI0022945","chr12","114513635","114513694","-","High"
"mmu-miR-7094-1-5p","MIMAT0028094","","","","",""
"mmu-miR-7094-3p","MIMAT0028095","","","","",""
"mmu-miR-7094b-2-5p","MIMAT0028096","","","","",""
"mmu-mir-7115","MI0022966","chr11","70438255","70438318","+","-"
"mmu-miR-7115-5p","MIMAT0028127","","","","",""
"mmu-miR-7115-3p","MIMAT0028128","","","","",""
"mmu-mir-7116","MI0022967","chr11","100478411","100478480","-","-"
"mmu-miR-7116-5p","MIMAT0028129","","","","",""
"mmu-miR-7116-3p","MIMAT0028130","","","","",""
"mmu-mir-7117","MI0022968","chr15","27571494","27571558","+","-"
"mmu-miR-7117-5p","MIMAT0028131","","","","",""
"mmu-miR-7117-3p","MIMAT0028132","","","","",""
"mmu-mir-7118","MI0022969","chr15","89162848","89162908","-","-"
"mmu-miR-7118-5p","MIMAT0028133","","","","",""
"mmu-miR-7118-3p","MIMAT0028134","","","","",""
"mmu-mir-7119","MI0022970","chr4","126559860","126559918","+","-"
"mmu-miR-7119-5p","MIMAT0028135","","","","",""
"mmu-miR-7119-3p","MIMAT0028136","","","","",""
"mmu-mir-7209","MI0023704","","","","","-"
"mmu-mir-7210","MI0023705","chr14","24088877","24088930","+","-"
"mmu-miR-7210-5p","MIMAT0028388","","","","",""
"mmu-miR-7210-3p","MIMAT0028389","","","","",""
"mmu-mir-7211","MI0023706","chr10","94586137","94586199","-","-"
"mmu-miR-7211-5p","MIMAT0028390","","","","",""
"mmu-miR-7211-3p","MIMAT0028391","","","","",""
"mmu-mir-7212","MI0023707","chr15","25948227","25948287","+","-"
"mmu-miR-7212-5p","MIMAT0028392","","","","",""
"mmu-miR-7212-3p","MIMAT0028393","","","","",""
"mmu-mir-7213","MI0023708","chr15","79998970","79999026","-","-"
"mmu-miR-7213-5p","MIMAT0028394","","","","",""
"mmu-miR-7213-3p","MIMAT0028395","","","","",""
"mmu-mir-7214","MI0023709","chr17","27317035","27317095","-","-"
"mmu-miR-7214-5p","MIMAT0028396","","","","",""
"mmu-miR-7214-3p","MIMAT0028397","","","","",""
"mmu-mir-7215","MI0023710","chr10","62682508","62682558","+","-"
"mmu-miR-7215-5p","MIMAT0028398","","","","",""
"mmu-miR-7215-3p","MIMAT0028399","","","","",""
"mmu-mir-7216","MI0023711","chr17","27328385","27328460","+","-"
"mmu-miR-7216-5p","MIMAT0028400","","","","",""
"mmu-miR-7216-3p","MIMAT0028401","","","","",""
"mmu-mir-7217","MI0023712","chr17","27355738","27355799","+","-"
"mmu-miR-7217-5p","MIMAT0028402","","","","",""
"mmu-miR-7217-3p","MIMAT0028403","","","","",""
"mmu-mir-7218","MI0023713","chr17","27358097","27358155","+","High"
"mmu-miR-7218-5p","MIMAT0028404","","","","",""
"mmu-miR-7218-3p","MIMAT0028405","","","","",""
"mmu-mir-7219","MI0023714","chr18","68260920","68260973","-","-"
"mmu-miR-7219-5p","MIMAT0028406","","","","",""
"mmu-miR-7219-3p","MIMAT0028407","","","","",""
"mmu-mir-7220","MI0023715","chr18","60953873","60953932","+","-"
"mmu-miR-7220-5p","MIMAT0028408","","","","",""
"mmu-miR-7220-3p","MIMAT0028409","","","","",""
"mmu-mir-7221","MI0023716","chr2","92592206","92592277","+","-"
"mmu-miR-7221-5p","MIMAT0028410","","","","",""
"mmu-miR-7221-3p","MIMAT0028411","","","","",""
"mmu-mir-7222","MI0023717","chr2","92594602","92594676","+","-"
"mmu-miR-7222-5p","MIMAT0028412","","","","",""
"mmu-miR-7222-3p","MIMAT0028413","","","","",""
"mmu-mir-7223","MI0023718","chr11","107996848","107996916","+","High"
"mmu-miR-7223-5p","MIMAT0028414","","","","",""
"mmu-miR-7223-3p","MIMAT0028415","","","","",""
"mmu-mir-7224","MI0023719","chr2","67675457","67675516","+","-"
"mmu-miR-7224-5p","MIMAT0028416","","","","",""
"mmu-miR-7224-3p","MIMAT0028417","","","","",""
"mmu-mir-7225","MI0023720","chr3","97690509","97690562","-","-"
"mmu-miR-7225-5p","MIMAT0028418","","","","",""
"mmu-miR-7225-3p","MIMAT0028419","","","","",""
"mmu-mir-7226","MI0023721","chr4","118210505","118210564","-","-"
"mmu-miR-7226-5p","MIMAT0028420","","","","",""
"mmu-miR-7226-3p","MIMAT0028421","","","","",""
"mmu-mir-7227","MI0023722","chr4","133717050","133717108","-","-"
"mmu-miR-7227-5p","MIMAT0028422","","","","",""
"mmu-miR-7227-3p","MIMAT0028423","","","","",""
"mmu-mir-7228","MI0023723","","","","","-"
"mmu-miR-7228-5p","MIMAT0028424","","","","",""
"mmu-miR-7228-3p","MIMAT0028425","","","","",""
"mmu-mir-7229","MI0023724","chr5","113324493","113324545","-","-"
"mmu-miR-7229-5p","MIMAT0028426","","","","",""
"mmu-miR-7229-3p","MIMAT0028427","","","","",""
"mmu-mir-7230","MI0023725","chr5","113337590","113337645","-","High"
"mmu-miR-7230-5p","MIMAT0028428","","","","",""
"mmu-miR-7230-3p","MIMAT0028429","","","","",""
"mmu-mir-7231","MI0023726","chr6","122831377","122831437","+","-"
"mmu-miR-7231-5p","MIMAT0028430","","","","",""
"mmu-miR-7231-3p","MIMAT0028431","","","","",""
"mmu-mir-7232","MI0023727","chr6","81895590","81895663","-","-"
"mmu-miR-7232-5p","MIMAT0028432","","","","",""
"mmu-miR-7232-3p","MIMAT0028433","","","","",""
"mmu-mir-7233","MI0023728","chr6","127788084","127788143","-","-"
"mmu-miR-7233-5p","MIMAT0028434","","","","",""
"mmu-miR-7233-3p","MIMAT0028435","","","","",""
"mmu-mir-7234","MI0023729","chr7","73819590","73819641","+","-"
"mmu-miR-7234-5p","MIMAT0028436","","","","",""
"mmu-miR-7234-3p","MIMAT0028437","","","","",""
"mmu-mir-7235","MI0023730","chr11","97146364","97146419","-","-"
"mmu-miR-7235-5p","MIMAT0028438","","","","",""
"mmu-miR-7235-3p","MIMAT0028439","","","","",""
"mmu-mir-7236","MI0023731","chr11","121387145","121387204","-","-"
"mmu-miR-7236-5p","MIMAT0028440","","","","",""
"mmu-miR-7236-3p","MIMAT0028441","","","","",""
"mmu-mir-7237","MI0023732","chr8","121978024","121978086","+","-"
"mmu-miR-7237-5p","MIMAT0028442","","","","",""
"mmu-miR-7237-3p","MIMAT0028443","","","","",""
"mmu-mir-7238","MI0023733","","","","","-"
"mmu-miR-7238-5p","MIMAT0028444","","","","",""
"mmu-miR-7238-3p","MIMAT0028445","","","","",""
"mmu-mir-7239","MI0023734","chr11","46170087","46170143","+","-"
"mmu-miR-7239-5p","MIMAT0028446","","","","",""
"mmu-miR-7239-3p","MIMAT0028447","","","","",""
"mmu-mir-7240","MI0023735","chr8","70798135","70798192","+","-"
"mmu-miR-7240-5p","MIMAT0028448","","","","",""
"mmu-miR-7240-3p","MIMAT0028449","","","","",""
"mmu-mir-7241","MI0023736","chr9","67727717","67727780","-","-"
"mmu-miR-7241-5p","MIMAT0028450","","","","",""
"mmu-miR-7241-3p","MIMAT0028451","","","","",""
"mmu-mir-7242","MI0023737","chr9","67729499","67729577","-","-"
"mmu-miR-7242-5p","MIMAT0028452","","","","",""
"mmu-miR-7242-3p","MIMAT0028453","","","","",""
"mmu-mir-7243","MI0025043","chr9","102304924","102304975","-","-"
"mmu-miR-7243-5p","MIMAT0029910","","","","",""
"mmu-miR-7243-3p","MIMAT0029911","","","","",""
"mmu-mir-7578","MI0024714","chr2","27450549","27450630","-","-"
"mmu-miR-7578","MIMAT0029578","","","","",""
"mmu-mir-7646","MI0024984","chrX","135746716","135746769","+","-"
"mmu-miR-7646-5p","MIMAT0029794","","","","",""
"mmu-miR-7646-3p","MIMAT0029795","","","","",""
"mmu-mir-7647","MI0024985","chr5","123522637","123522695","-","-"
"mmu-miR-7647-5p","MIMAT0029796","","","","",""
"mmu-miR-7647-3p","MIMAT0029797","","","","",""
"mmu-mir-7648","MI0024986","chr15","90224360","90224412","+","-"
"mmu-miR-7648-5p","MIMAT0029798","","","","",""
"mmu-miR-7648-3p","MIMAT0029799","","","","",""
"mmu-mir-7649","MI0024987","chr6","128974840","128974895","-","-"
"mmu-miR-7649-5p","MIMAT0029800","","","","",""
"mmu-miR-7649-3p","MIMAT0029801","","","","",""
"mmu-mir-7650","MI0024988","chr9","15312611","15312669","+","-"
"mmu-miR-7650-5p","MIMAT0029802","","","","",""
"mmu-miR-7650-3p","MIMAT0029803","","","","",""
"mmu-mir-7651","MI0024989","chr11","6401630","6401693","+","-"
"mmu-miR-7651-5p","MIMAT0029804","","","","",""
"mmu-miR-7651-3p","MIMAT0029805","","","","",""
"mmu-mir-7652","MI0024992","chr11","55501226","55501281","+","High"
"mmu-miR-7652-5p","MIMAT0029810","","","","",""
"mmu-miR-7652-3p","MIMAT0029811","","","","",""
"mmu-mir-7653","MI0024993","chr11","78178827","78178887","+","-"
"mmu-miR-7653-5p","MIMAT0029812","","","","",""
"mmu-miR-7653-3p","MIMAT0029813","","","","",""
"mmu-mir-7654","MI0024994","chr8","8690093","8690162","-","-"
"mmu-miR-7654-5p","MIMAT0029814","","","","",""
"mmu-miR-7654-3p","MIMAT0029815","","","","",""
"mmu-mir-7655","MI0024995","chr2","18057846","18057903","+","-"
"mmu-miR-7655-5p","MIMAT0029816","","","","",""
"mmu-miR-7655-3p","MIMAT0029817","","","","",""
"mmu-mir-7656","MI0024996","chr9","94751829","94751890","+","High"
"mmu-miR-7656-5p","MIMAT0029818","","","","",""
"mmu-miR-7656-3p","MIMAT0029819","","","","",""
"mmu-mir-7657","MI0024997","chr3","122541625","122541681","-","-"
"mmu-miR-7657-5p","MIMAT0029820","","","","",""
"mmu-miR-7657-3p","MIMAT0029821","","","","",""
"mmu-mir-7658","MI0024998","chr4","156230059","156230115","-","-"
"mmu-miR-7658-5p","MIMAT0029822","","","","",""
"mmu-miR-7658-3p","MIMAT0029823","","","","",""
"mmu-mir-7659","MI0024999","chr10","78340150","78340207","-","-"
"mmu-miR-7659-5p","MIMAT0029824","","","","",""
"mmu-miR-7659-3p","MIMAT0029825","","","","",""
"mmu-mir-7660","MI0025000","chr6","115775657","115775719","+","-"
"mmu-miR-7660-5p","MIMAT0029826","","","","",""
"mmu-miR-7660-3p","MIMAT0029827","","","","",""
"mmu-mir-7661","MI0025001","chr6","108489743","108489803","+","-"
"mmu-miR-7661-5p","MIMAT0029828","","","","",""
"mmu-miR-7661-3p","MIMAT0029829","","","","",""
"mmu-mir-7662","MI0025002","chr10","62194167","62194227","-","-"
"mmu-miR-7662-5p","MIMAT0029830","","","","",""
"mmu-miR-7662-3p","MIMAT0029831","","","","",""
"mmu-mir-7663","MI0025003","chr10","22729372","22729432","-","-"
"mmu-miR-7663-5p","MIMAT0029832","","","","",""
"mmu-miR-7663-3p","MIMAT0029833","","","","",""
"mmu-mir-7664","MI0025004","chr2","25059811","25059873","+","-"
"mmu-miR-7664-5p","MIMAT0029834","","","","",""
"mmu-miR-7664-3p","MIMAT0029835","","","","",""
"mmu-mir-7665","MI0025005","chr2","120017517","120017579","+","-"
"mmu-miR-7665-5p","MIMAT0029836","","","","",""
"mmu-miR-7665-3p","MIMAT0029837","","","","",""
"mmu-mir-7666","MI0025006","chr8","40307875","40307929","-","-"
"mmu-miR-7666-5p","MIMAT0029838","","","","",""
"mmu-miR-7666-3p","MIMAT0029839","","","","",""
"mmu-mir-7667","MI0025007","chr17","29595538","29595600","+","-"
"mmu-miR-7667-5p","MIMAT0029840","","","","",""
"mmu-miR-7667-3p","MIMAT0029841","","","","",""
"mmu-mir-7668","MI0025008","chr7","29906509","29906567","+","High"
"mmu-miR-7668-5p","MIMAT0029842","","","","",""
"mmu-miR-7668-3p","MIMAT0029843","","","","",""
"mmu-mir-7669","MI0025009","chr3","90011153","90011210","-","-"
"mmu-miR-7669-5p","MIMAT0029844","","","","",""
"mmu-miR-7669-3p","MIMAT0029845","","","","",""
"mmu-mir-7670","MI0025010","chr6","38507325","38507393","+","-"
"mmu-miR-7670-5p","MIMAT0029846","","","","",""
"mmu-miR-7670-3p","MIMAT0029847","","","","",""
"mmu-mir-7671","MI0025011","chr11","53763597","53763654","-","-"
"mmu-miR-7671-5p","MIMAT0029848","","","","",""
"mmu-miR-7671-3p","MIMAT0029849","","","","",""
"mmu-mir-7672","MI0025012","chr14","26669547","26669608","-","-"
"mmu-miR-7672-5p","MIMAT0029850","","","","",""
"mmu-miR-7672-3p","MIMAT0029851","","","","",""
"mmu-mir-7673","MI0025013","chrX","94274574","94274637","+","-"
"mmu-miR-7673-5p","MIMAT0029852","","","","",""
"mmu-miR-7673-3p","MIMAT0029853","","","","",""
"mmu-mir-7674","MI0025015","chr2","32050946","32051008","+","-"
"mmu-miR-7674-5p","MIMAT0029856","","","","",""
"mmu-miR-7674-3p","MIMAT0029857","","","","",""
"mmu-mir-7675","MI0025016","chr12","11299887","11299944","+","-"
"mmu-miR-7675-5p","MIMAT0029858","","","","",""
"mmu-miR-7675-3p","MIMAT0029859","","","","",""
"mmu-mir-7676-1","MI0025017","chr15","78284788","78284849","-","-"
"mmu-mir-7676-2","MI0025018","chr15","78348599","78348660","+","-"
"mmu-miR-7676-5p","MIMAT0029860","","","","",""
"mmu-miR-7676-3p","MIMAT0029861","","","","",""
"mmu-mir-7677","MI0025022","chr17","27091245","27091311","+","-"
"mmu-miR-7677-5p","MIMAT0029868","","","","",""
"mmu-miR-7677-3p","MIMAT0029869","","","","",""
"mmu-mir-7678","MI0025023","chr2","164354313","164354383","-","-"
"mmu-miR-7678-5p","MIMAT0029870","","","","",""
"mmu-miR-7678-3p","MIMAT0029871","","","","",""
"mmu-mir-7679","MI0025024","chr11","82985003","82985065","-","-"
"mmu-miR-7679-5p","MIMAT0029872","","","","",""
"mmu-miR-7679-3p","MIMAT0029873","","","","",""
"mmu-mir-7680","MI0025025","chr16","21256013","21256066","-","-"
"mmu-miR-7680-5p","MIMAT0029874","","","","",""
"mmu-miR-7680-3p","MIMAT0029875","","","","",""
"mmu-mir-7681","MI0025029","chr1","53849424","53849495","+","High"
"mmu-miR-7681-5p","MIMAT0029882","","","","",""
"mmu-miR-7681-3p","MIMAT0029883","","","","",""
"mmu-mir-7682","MI0025030","chr1","151442393","151442450","+","-"
"mmu-miR-7682-5p","MIMAT0029884","","","","",""
"mmu-miR-7682-3p","MIMAT0029885","","","","",""
"mmu-mir-7683","MI0025031","chr1","171641840","171641900","-","High"
"mmu-miR-7683-5p","MIMAT0029886","","","","",""
"mmu-miR-7683-3p","MIMAT0029887","","","","",""
"mmu-mir-7684","MI0025033","chr15","82393919","82393978","-","-"
"mmu-miR-7684-5p","MIMAT0029890","","","","",""
"mmu-miR-7684-3p","MIMAT0029891","","","","",""
"mmu-mir-7685","MI0025036","chr2","158243504","158243565","-","-"
"mmu-miR-7685-5p","MIMAT0029896","","","","",""
"mmu-miR-7685-3p","MIMAT0029897","","","","",""
"mmu-mir-7686","MI0025037","chr7","139957566","139957622","-","-"
"mmu-miR-7686-5p","MIMAT0029898","","","","",""
"mmu-miR-7686-3p","MIMAT0029899","","","","",""
"mmu-mir-7687","MI0025039","chr8","120538696","120538754","+","-"
"mmu-miR-7687-5p","MIMAT0029902","","","","",""
"mmu-miR-7687-3p","MIMAT0029903","","","","",""
"mmu-mir-7688","MI0025041","chr10","93433107","93433162","+","-"
"mmu-miR-7688-5p","MIMAT0029906","","","","",""
"mmu-miR-7688-3p","MIMAT0029907","","","","",""
"mmu-mir-7689","MI0025042","chr5","36301570","36301628","+","-"
"mmu-miR-7689-5p","MIMAT0029908","","","","",""
"mmu-miR-7689-3p","MIMAT0029909","","","","",""
"mmu-mir-8090","MI0026017","chr19","47755022","47755157","-","-"
"mmu-miR-8090","MIMAT0031391","","","","",""
"mmu-mir-8091","MI0026018","chr19","41588651","41588789","+","-"
"mmu-miR-8091","MIMAT0031392","","","","",""
"mmu-mir-8092","MI0026019","chr19","40894703","40894789","+","-"
"mmu-miR-8092","MIMAT0031393","","","","",""
"mmu-mir-8093","MI0026020","chr2","32687630","32687766","-","-"
"mmu-miR-8093","MIMAT0031394","","","","",""
"mmu-mir-8094","MI0026021","chr17","35251289","35251405","+","-"
"mmu-miR-8094","MIMAT0031395","","","","",""
"mmu-mir-8095","MI0026022","chr16","22532056","22532184","-","-"
"mmu-miR-8095","MIMAT0031396","","","","",""
"mmu-mir-8096","MI0026024","chr1","85751948","85752074","+","-"
"mmu-miR-8096","MIMAT0031398","","","","",""
"mmu-mir-8097","MI0026025","chr15","36240046","36240164","-","-"
"mmu-miR-8097","MIMAT0031399","","","","",""
"mmu-mir-8098","MI0026026","chr14","62837721","62837857","+","-"
"mmu-miR-8098","MIMAT0031400","","","","",""
"mmu-mir-8099-1","MI0026027","chr3","95139060","95139186","-","-"
"mmu-mir-8099-2","MI0026053","chr12","93927338","93927464","+","-"
"mmu-miR-8099","MIMAT0031401","","","","",""
"mmu-mir-8100","MI0026029","chr11","46102270","46102390","+","-"
"mmu-miR-8100","MIMAT0031403","","","","",""
"mmu-mir-8101","MI0026031","chr11","102230040","102230150","-","-"
"mmu-miR-8101","MIMAT0031405","","","","",""
"mmu-mir-8102","MI0026032","chr11","97744897","97745035","+","-"
"mmu-miR-8102","MIMAT0031406","","","","",""
"mmu-mir-8103","MI0026033","chr11","97063768","97063874","+","-"
"mmu-miR-8103","MIMAT0031407","","","","",""
"mmu-mir-8104","MI0026034","chr10","122679315","122679415","+","-"
"mmu-miR-8104","MIMAT0031408","","","","",""
"mmu-mir-8105","MI0026035","chr10","128458680","128458768","+","-"
"mmu-miR-8105","MIMAT0031409","","","","",""
"mmu-mir-8106","MI0026037","chr9","122273890","122274028","-","-"
"mmu-miR-8106","MIMAT0031411","","","","",""
"mmu-mir-8107","MI0026038","chr9","110635999","110636115","-","-"
"mmu-miR-8107","MIMAT0031412","","","","",""
"mmu-mir-8108","MI0026039","chr8","25159125","25159233","-","-"
"mmu-miR-8108","MIMAT0031413","","","","",""
"mmu-mir-8109","MI0026041","chr8","85700905","85701021","+","-"
"mmu-miR-8109","MIMAT0031415","","","","",""
"mmu-mir-8110","MI0026042","chr8","89024735","89024831","+","-"
"mmu-miR-8110","MIMAT0031416","","","","",""
"mmu-mir-8111","MI0026043","chr8","84005628","84005764","+","Low"
"mmu-miR-8111","MIMAT0031417","","","","",""
"mmu-mir-8112","MI0026044","chr6","71271671","71271801","+","-"
"mmu-miR-8112","MIMAT0031418","","","","",""
"mmu-mir-8113","MI0026045","chr6","125234684","125234812","-","-"
"mmu-miR-8113","MIMAT0031419","","","","",""
"mmu-mir-8114","MI0026046","chr1","153899926","153900036","+","-"
"mmu-miR-8114","MIMAT0031420","","","","",""
"mmu-mir-8115","MI0026047","chr5","122682597","122682715","+","-"
"mmu-miR-8115","MIMAT0031421","","","","",""
"mmu-mir-8116","MI0026048","chr5","137293780","137293876","+","-"
"mmu-miR-8116","MIMAT0031422","","","","",""
"mmu-mir-8117","MI0026049","chr5","50252762","50252868","+","-"
"mmu-miR-8117","MIMAT0031423","","","","",""
"mmu-mir-8118","MI0026050","chr4","33438081","33438209","+","-"
"mmu-miR-8118","MIMAT0031424","","","","",""
"mmu-mir-8119","MI0026051","chr4","129557683","129557811","-","-"
"mmu-miR-8119","MIMAT0031425","","","","",""
"mmu-mir-8120","MI0026052","chr3","65659288","65659426","+","-"
"mmu-miR-8120","MIMAT0031426","","","","",""
"mmu-mir-9718","MI0030982","chr12","73045885","73045948","+","-"
"mmu-miR-9718","MIMAT0039309","","","","",""
"mmu-mir-9768","MI0031120","chr8","12947941","12948070","+","-"
